V_count,A_Day,Road_Type,Road_Surface,Lighting_Conditions,Weather_Conditions,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Type_of_Vehicle,Casualty_Severity
2,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,24,Car,Serious
2,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,28,Car,Slight
1,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,62,Bus or coach (17 or more passenger seats),Slight
2,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,31,Car,Slight
2,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,37,Car,Slight
2,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,25,Taxi/Private hire car,Slight
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,31,Pedal cycle,Slight
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,55,Pedal cycle,Slight
2,Wednesday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,47,Pedal cycle,Slight
1,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,27,Car,Slight
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,54,Car,Slight
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,29,Pedal cycle,Slight
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,53,Taxi/Private hire car,Slight
1,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,36,Pedal cycle,Slight
2,Thursday,B,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,44,M/cycle 50cc and under,Serious
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,38,Bus or coach (17 or more passenger seats),Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,37,Bus or coach (17 or more passenger seats),Slight
2,Thursday,B,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,44,Car,Slight
2,Thursday,B,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,18,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,30,Car,Slight
3,Friday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,44,Car,Serious
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,35,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,10,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,45,Bus or coach (17 or more passenger seats),Slight
1,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,14,Car,Serious
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,53,Car,Slight
1,Friday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Female,19,Car,Slight
2,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,62,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,9,Pedal cycle,Slight
2,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,32,Car,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,19,Car,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,34,Car,Slight
2,Saturday,Unclassified,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,27,Car,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,9,Pedal cycle,Slight
1,Monday,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,22,Car,Slight
2,Monday,B,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,31,Car,Slight
1,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,70,Bus or coach (17 or more passenger seats),Slight
2,Thursday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,43,Pedal cycle,Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,42,Pedal cycle,Slight
2,Tuesday,A(M),Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,22,Car,Slight
2,Tuesday,A(M),Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,39,Taxi/Private hire car,Slight
1,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,31,Car,Serious
2,Tuesday,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,58,Car,Slight
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,61,Pedal cycle,Slight
1,Wednesday,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Female,19,Bus or coach (17 or more passenger seats),Slight
1,Wednesday,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Female,18,Bus or coach (17 or more passenger seats),Slight
1,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,9,Taxi/Private hire car,Serious
3,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,26,Car,Slight
3,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,20,Car,Slight
1,Thursday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,26,Car,Slight
1,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,24,Car,Slight
1,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,39,Car,Slight
1,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,84,Car,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,58,Goods vehicle 3.5 tonnes mgw and under,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,58,Goods vehicle 3.5 tonnes mgw and under,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,40,Car,Slight
2,Thursday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,28,Car,Slight
2,Thursday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Male,30,Car,Slight
1,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,21,Car,Slight
1,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,8,Car,Slight
2,Friday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,40,Car,Slight
2,Friday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,24,Car,Slight
2,Friday,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,20,Car,Slight
2,Friday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,43,Car,Slight
2,Saturday,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,54,Car,Slight
2,Saturday,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Male,31,Car,Serious
2,Saturday,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,64,Car,Serious
2,Saturday,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,44,Car,Slight
2,Saturday,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Male,42,Car,Slight
2,Saturday,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Male,10,Car,Slight
2,Saturday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,62,Car,Slight
2,Monday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Female,23,Car,Slight
2,Sunday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,23,Motorcycle over 50cc and up to 125cc,Serious
2,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,25,Pedal cycle,Slight
2,Monday,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,52,Car,Slight
2,Monday,A(M),Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,60,Goods vehicle 7.5 tonnes mgw and over,Slight
1,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,86,Mobility Scooter,Slight
3,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,35,Pedal cycle,Slight
2,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,35,Pedal cycle,Slight
2,Monday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Male,22,Bus or coach (17 or more passenger seats),Slight
2,Monday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,15,Bus or coach (17 or more passenger seats),Slight
2,Monday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Male,14,Bus or coach (17 or more passenger seats),Slight
2,Monday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,40,Bus or coach (17 or more passenger seats),Slight
2,Monday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,41,Bus or coach (17 or more passenger seats),Slight
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,59,Car,Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,18,Pedal cycle,Slight
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,51,Car,Slight
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,41,Pedal cycle,Slight
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,32,Car,Slight
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,36,Motorcycle over 500cc,Slight
2,Tuesday,B,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,22,Car,Slight
1,Tuesday,A,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Female,34,Motorcycle over 500cc,Serious
2,Tuesday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,38,Pedal cycle,Serious
2,Tuesday,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Female,30,Pedal cycle,Slight
1,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,31,Motorcycle over 125cc and up to 500cc,Serious
4,Wednesday,A(M),Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,22,Car,Slight
2,Wednesday,B,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,34,Car,Slight
1,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,23,Motorcycle over 500cc,Serious
2,Wednesday,Unclassified,Dry,Darkness: street lights present but unlit,Fine without high winds,Driver or rider,Male,18,Pedal cycle,Slight
2,Wednesday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,20,M/cycle 50cc and under,Serious
2,Wednesday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,18,M/cycle 50cc and under,Slight
1,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,29,Car,Slight
2,Wednesday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,45,Car,Slight
2,Wednesday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,12,Car,Slight
3,Thursday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,31,Motorcycle over 500cc,Serious
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,2,Pedal cycle,Slight
1,Friday,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Female,48,Car,Slight
1,Friday,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Male,16,Car,Slight
1,Friday,Unclassified,Wet / Damp,Daylight: street lights present,Unknown,Driver or rider,Female,20,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,80,Car,Serious
1,Friday,B,Wet / Damp,Darkness: no street lighting,Raining without high winds,Driver or rider,Female,25,Car,Slight
1,Saturday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,23,Motorcycle over 50cc and up to 125cc,Slight
1,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,59,Taxi/Private hire car,Serious
3,Saturday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,45,Car,Slight
1,Saturday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,64,Car,Slight
1,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,43,Bus or coach (17 or more passenger seats),Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,42,Car,Slight
2,Sunday,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Male,18,Pedal cycle,Slight
2,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,41,Bus or coach (17 or more passenger seats),Slight
2,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,47,Pedal cycle,Slight
2,Monday,B,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,48,Motorcycle over 50cc and up to 125cc,Slight
3,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,36,Car,Slight
3,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,58,Car,Slight
2,Saturday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Female,41,Pedal cycle,Serious
1,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,36,Car,Slight
1,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,5,Car,Serious
1,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,71,Car,Slight
3,Tuesday,B,Dry,Daylight: street lights present,Unknown,Driver or rider,Female,43,Car,Slight
3,Tuesday,B,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,33,Car,Slight
1,Wednesday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Male,37,Taxi/Private hire car,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,27,Pedal cycle,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,35,Motorcycle over 50cc and up to 125cc,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,43,Pedal cycle,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,17,Pedal cycle,Serious
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,40,Car,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,35,Goods vehicle 3.5 tonnes mgw and under,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,19,Goods vehicle 3.5 tonnes mgw and under,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,35,Car,Slight
2,Tuesday,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,52,Car,Slight
1,Wednesday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,26,Car,Serious
1,Wednesday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,17,Car,Serious
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,65,Car,Slight
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,11,Car,Slight
2,Wednesday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,42,Car,Slight
2,Wednesday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,22,Motorcycle over 50cc and up to 125cc,Serious
2,Thursday,B,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,1,Car,Slight
1,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,80,Bus or coach (17 or more passenger seats),Slight
1,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,33,Goods vehicle 3.5 tonnes mgw and under,Slight
1,Thursday,B,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Female,77,Car,Slight
1,Thursday,B,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Female,84,Car,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,24,Car,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,23,Car,Slight
1,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,17,Car,Slight
1,Thursday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Female,27,Taxi/Private hire car,Slight
2,Thursday,B,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,15,Pedal cycle,Slight
1,Friday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Vehicle or pillion passenger,Female,53,Car,Slight
1,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,68,Car,Slight
3,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,32,Car,Slight
2,Friday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,39,Pedal cycle,Slight
2,Friday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,55,Motorcycle over 500cc,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Female,28,Car,Serious
4,Friday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,24,Car,Slight
4,Friday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,37,Car,Slight
3,Saturday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,52,Car,Slight
3,Saturday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,27,Car,Slight
2,Saturday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,23,Motorcycle over 500cc,Serious
2,Saturday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Male,20,Motorcycle over 500cc,Serious
2,Saturday,A,Wet / Damp,Darkness: no street lighting,Raining without high winds,Driver or rider,Male,30,Car,Serious
2,Saturday,A,Wet / Damp,Darkness: no street lighting,Raining without high winds,Driver or rider,Male,32,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw,Slight
1,Saturday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Female,47,Car,Slight
2,Sunday,Motorway,Wet / Damp,Darkness: street lights present but unlit,Raining without high winds,Vehicle or pillion passenger,Male,32,Car,Slight
1,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,19,Bus or coach (17 or more passenger seats),Slight
1,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,19,Taxi/Private hire car,Slight
1,Sunday,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,24,Car,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,26,Motorcycle over 50cc and up to 125cc,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Unknown,Driver or rider,Female,24,Car,Slight
2,Sunday,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,60,Car,Slight
1,Monday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,20,Car,Serious
2,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,44,Pedal cycle,Slight
2,Monday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,2,Car,Slight
2,Monday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,59,Car,Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,35,Pedal cycle,Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,52,Pedal cycle,Slight
3,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,62,Car,Slight
1,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,9,Car,Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,8,Pedal cycle,Slight
1,Tuesday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,6,Bus or coach (17 or more passenger seats),Slight
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,18,Motorcycle over 50cc and up to 125cc,Serious
2,Wednesday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,37,Car,Slight
2,Wednesday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Female,54,Car,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,23,Car,Slight
1,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,85,Car,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,39,Pedal cycle,Slight
1,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,13,Car,Slight
2,Thursday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,38,Car,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,32,Pedal cycle,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,31,Motorcycle over 125cc and up to 500cc,Serious
4,Thursday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,60,Car,Slight
4,Thursday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,30,Car,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,59,Pedal cycle,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,21,Motorcycle over 50cc and up to 125cc,Serious
2,Thursday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Female,50,Car,Slight
2,Thursday,A,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Female,16,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,86,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,72,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,22,Pedal cycle,Serious
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,31,Pedal cycle,Slight
3,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,38,Car,Slight
3,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,52,Goods vehicle 3.5 tonnes mgw and under,Slight
2,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,23,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,82,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,48,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,35,Car,Slight
2,Friday,B,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,36,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,40,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,15,M/cycle 50cc and under,Slight
2,Saturday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,22,Car,Slight
3,Saturday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,64,Car,Serious
2,Saturday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,53,Car,Slight
2,Saturday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Female,38,Car,Slight
2,Saturday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Female,12,Car,Slight
2,Saturday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,25,Car,Slight
2,Saturday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Male,4,Car,Slight
2,Saturday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Male,41,Car,Slight
2,Saturday,B,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Female,27,Car,Slight
2,Saturday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,22,Taxi/Private hire car,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,34,Car,Slight
2,Sunday,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,21,Car,Serious
2,Sunday,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,66,Car,Serious
2,Sunday,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,60,Car,Serious
2,Sunday,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Female,28,Car,Slight
2,Sunday,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,42,Car,Slight
2,Sunday,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Female,42,Car,Slight
2,Sunday,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Male,21,Car,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,28,Car,Slight
