V_count,A_Day,Road_Type,Road_Surface,Lighting_Conditions,Weather_Conditions,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Type_of_Vehicle,Casualty_Severity
1,Tuesday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Male,81,Car,Serious
2,Wednesday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,35,Goods vehicle 3.5 tonnes mgw and under,Slight
2,Wednesday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,48,Car,Slight
2,Wednesday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,28,Car,Slight
2,Wednesday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,18,Motorcycle over 50cc and up to 125cc,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,82,Car,Slight
1,Thursday,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,69,Car,Slight
1,Thursday,A(M),Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,75,Car,Serious
3,Thursday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,29,Car,Serious
3,Thursday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,53,Car,Slight
3,Thursday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,59,Motorcycle over 125cc and up to 500cc,Serious
2,Thursday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,40,Motorcycle over 500cc,Slight
2,Friday,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Male,50,Car,Slight
2,Friday,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Female,36,Car,Slight
2,Friday,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Female,45,Car,Slight
2,Friday,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,43,Car,Slight
2,Friday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,76,Car,Slight
2,Friday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,23,Car,Slight
2,Friday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,71,Car,Slight
2,Friday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Male,3,Car,Slight
1,Friday,A,Dry,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Male,15,Car,Serious
1,Friday,A,Dry,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Female,34,Car,Slight
2,Saturday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,50,Pedal cycle,Slight
1,Saturday,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,25,Car,Serious
2,Saturday,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Male,36,Car,Slight
2,Saturday,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,25,Car,Slight
1,Saturday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Male,19,Car,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,22,Bus or coach (17 or more passenger seats),Slight
1,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,12,Car,Slight
4,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,32,Car,Slight
4,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,20,Car,Slight
4,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,22,Car,Slight
1,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,16,Bus or coach (17 or more passenger seats),Slight
1,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,22,Car,Slight
1,Monday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Female,12,Taxi/Private hire car,Slight
2,Monday,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,24,Car,Slight
2,Monday,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,26,Car,Slight
2,Monday,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Male,26,Car,Slight
2,Tuesday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,33,Car,Slight
1,Tuesday,Unclassified,Frost / Ice,Daylight: street lights present,Fine without high winds,Pedestrian,Male,12,Car,Serious
3,Monday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,31,Car,Slight
2,Tuesday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,54,Pedal cycle,Serious
2,Tuesday,B,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,48,Pedal cycle,Serious
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,56,Car,Slight
2,Tuesday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,39,Goods vehicle 3.5 tonnes mgw and under,Slight
2,Tuesday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,46,Goods vehicle 3.5 tonnes mgw and under,Slight
2,Tuesday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,32,Car,Slight
2,Tuesday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,7,Car,Slight
2,Tuesday,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,43,Car,Slight
1,Tuesday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Male,30,Car,Slight
3,Wednesday,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,60,Car,Slight
3,Wednesday,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,34,Car,Slight
3,Wednesday,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Male,24,Car,Slight
2,Wednesday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,17,Car,Slight
2,Wednesday,Motorway,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Male,46,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw,Slight
2,Wednesday,Motorway,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Female,32,Car,Slight
3,Wednesday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,51,Car,Slight
3,Wednesday,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,28,Car,Slight
1,Thursday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,82,Bus or coach (17 or more passenger seats),Slight
1,Thursday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,60,Bus or coach (17 or more passenger seats),Slight
1,Thursday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,69,Bus or coach (17 or more passenger seats),Slight
3,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,55,Car,Slight
2,Thursday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,22,Car,Slight
1,Thursday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,14,Pedal cycle,Slight
2,Thursday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,58,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw,Serious
1,Thursday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Female,32,Car,Slight
2,Thursday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,24,Car,Slight
2,Friday,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,20,Car,Slight
2,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,29,Car,Slight
2,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,34,Pedal cycle,Slight
1,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,19,Car,Slight
1,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,80,Bus or coach (17 or more passenger seats),Slight
1,Wednesday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Male,39,Car,Slight
1,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,60,Bus or coach (17 or more passenger seats),Slight
1,Saturday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Male,23,Car,Serious
2,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,42,Pedal cycle,Slight
2,Saturday,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,32,Car,Slight
1,Saturday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Male,25,Taxi/Private hire car,Slight
4,Sunday,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,41,Taxi/Private hire car,Serious
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,51,Car,Serious
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,25,Car,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,47,Car,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,39,Car,Slight
1,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,8,Car,Slight
2,Sunday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,25,Car,Slight
2,Sunday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,69,Car,Slight
2,Sunday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,48,Car,Slight
2,Sunday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,25,Car,Slight
2,Sunday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Male,25,Car,Slight
2,Sunday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Male,1,Car,Serious
2,Sunday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,30,Car,Slight
2,Sunday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,57,Car,Slight
1,Sunday,A,Dry,Darkness: no street lighting,Fine without high winds,Vehicle or pillion passenger,Male,18,Car,Slight
2,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,57,Car,Slight
2,Monday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,20,Bus or coach (17 or more passenger seats),Slight
2,Monday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Male,48,Bus or coach (17 or more passenger seats),Slight
2,Monday,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Female,53,Car,Slight
2,Monday,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,79,Car,Slight
2,Tuesday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fog or mist – if hazard,Driver or rider,Male,29,Pedal cycle,Slight
2,Tuesday,Unclassified,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver or rider,Female,63,Motorcycle over 500cc,Slight
3,Tuesday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,46,Pedal cycle,Slight
2,Wednesday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Female,61,Car,Slight
2,Tuesday,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,33,Motorcycle over 50cc and up to 125cc,Serious
2,Wednesday,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,41,Motorcycle over 50cc and up to 125cc,Serious
2,Wednesday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,42,Car,Slight
1,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,60,Car,Slight
2,Wednesday,A(M),Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,25,Car,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,7,Pedal cycle,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,17,Pedal cycle,Slight
4,Wednesday,A(M),Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,60,Taxi/Private hire car,Slight
4,Wednesday,A(M),Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,55,Car,Slight
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,11,Car,Slight
2,Wednesday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,60,Car,Slight
1,Wednesday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Male,14,Car,Slight
2,Wednesday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,60,Pedal cycle,Slight
1,Wednesday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Female,69,Car,Slight
