,V_count,A_Day,A_Time,Road_Type,Road_Surface,Lighting_Conditions,Weather_Conditions,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Type_of_Vehicle,Casualty_Severity
1051,2,2,2,4,0,4,1,1,1,65,12,1
1052,2,2,2,4,0,4,1,4,1,18,1,1
1053,2,2,3,4,0,4,1,4,0,1,1,1
1054,3,2,3,4,0,4,1,1,1,30,1,1
1055,3,2,4,4,0,4,1,4,0,6,1,1
1056,1,3,3,4,3,4,1,3,1,28,1,1
1057,2,3,4,4,0,4,1,1,1,11,12,1
1058,2,3,4,2,0,4,1,3,1,37,1,0
1059,2,3,4,4,0,4,1,1,0,30,1,1
1060,2,3,2,0,0,4,1,1,1,52,12,1
1061,2,3,4,4,0,4,1,1,1,20,10,1
1062,1,0,1,4,0,3,1,4,1,17,1,0
1063,3,1,3,4,0,4,1,1,1,81,1,1
1064,1,1,4,4,0,4,1,3,0,8,1,0
1065,2,1,3,4,0,4,1,1,0,85,1,1
1066,2,1,2,0,0,4,1,1,1,35,1,1
1067,2,1,3,0,0,4,1,4,1,22,1,1
1068,3,1,2,4,0,4,8,1,1,30,1,1
1069,2,1,1,4,0,4,1,1,1,62,1,1
1070,3,1,2,3,0,4,1,1,1,36,1,1
1071,2,1,2,4,0,4,1,1,0,52,12,0
1072,2,1,4,4,0,4,1,1,1,13,5,0
1073,1,1,3,0,0,4,1,1,1,55,8,1
1074,2,5,3,4,0,4,1,1,1,25,1,1
1075,2,5,1,4,0,4,1,1,0,40,1,1
1076,2,5,2,4,0,4,1,4,0,46,1,1
1077,6,5,2,0,0,4,1,1,1,45,1,1
1078,6,5,4,0,0,4,1,4,0,7,1,1
1079,2,5,2,4,0,4,1,1,1,35,12,1
1080,2,5,1,0,0,4,1,1,1,41,12,0
1081,2,5,4,4,0,4,1,1,1,23,10,1
1082,2,5,2,4,0,4,1,4,0,58,13,1
1083,2,5,3,4,0,4,1,1,1,16,12,0
1084,2,6,2,0,0,4,1,1,1,43,1,1
1085,1,6,3,4,0,4,1,1,1,55,10,1
1086,1,6,3,4,0,4,1,1,1,38,9,0
1087,1,6,2,4,0,4,1,3,1,14,1,1
1088,2,6,4,4,0,4,1,1,0,33,1,1
1089,1,6,4,4,0,4,1,3,0,62,1,1
1090,2,4,4,4,0,4,1,1,0,30,1,1
1091,1,4,2,4,0,4,1,3,1,75,1,0
1092,1,4,4,0,0,4,1,3,1,80,1,0
1093,2,4,1,0,0,4,1,1,1,51,10,0
1094,2,4,2,0,0,4,1,1,1,39,9,0
1095,1,4,1,4,0,4,1,3,1,31,3,1
1096,1,0,2,4,0,3,1,4,0,22,0,1
1097,1,0,4,4,0,3,1,4,0,49,0,1
1098,1,0,1,4,0,3,1,4,1,57,0,1
1099,2,0,2,4,3,4,5,1,1,47,1,1
1100,2,0,2,4,3,4,1,1,1,15,12,1
1101,2,0,1,4,0,4,1,1,1,40,12,1
1102,1,0,4,4,0,4,1,3,0,88,1,0
1103,3,0,3,3,3,4,1,4,0,54,1,1
1104,2,2,3,0,0,4,1,4,0,52,1,1
1105,2,2,1,0,0,4,1,1,0,49,1,1
1106,2,2,3,0,0,4,1,4,0,20,1,1
1107,2,2,1,0,0,4,1,4,1,1,1,1
1108,1,2,3,4,0,4,1,3,1,5,1,1
1109,2,2,3,4,3,3,5,1,1,24,10,1
1110,1,3,4,4,3,4,1,1,1,63,12,0
1111,2,3,3,0,3,4,1,1,0,23,1,1
1112,2,1,4,4,0,4,1,1,1,57,1,1
1113,2,1,3,4,0,4,1,4,0,49,1,1
1114,1,1,1,4,3,4,5,1,1,30,1,1
1115,1,1,3,4,3,4,1,3,0,59,1,1
1116,2,1,1,4,3,4,1,1,0,30,1,1
1117,1,1,1,4,0,4,1,1,1,27,1,1
1118,2,1,4,4,3,3,5,1,0,35,1,1
1119,2,1,2,4,3,3,5,4,0,14,1,1
1120,2,1,4,4,3,3,5,4,0,16,1,1
1121,2,1,3,4,3,3,5,4,0,16,1,1
1122,1,5,3,4,0,4,1,4,0,28,0,1
1123,1,5,3,4,0,4,1,4,0,30,0,1
1124,1,5,3,4,0,4,1,4,0,49,0,1
1125,1,5,4,4,0,4,8,4,0,27,13,1
1126,3,6,1,4,0,4,1,1,1,55,1,1
1127,2,6,2,1,3,4,5,1,1,36,2,0
1128,2,6,2,0,3,4,5,1,1,35,12,1
1129,3,6,1,0,0,4,1,1,1,41,9,1
1130,3,6,2,0,0,4,1,1,1,28,9,1
1131,2,6,1,4,0,4,1,1,1,31,12,1
1132,2,6,3,4,0,4,8,1,0,25,1,1
1133,2,6,2,0,0,4,1,1,1,33,2,1
1134,2,6,4,4,0,4,1,1,1,24,12,1
1135,2,6,3,4,0,4,8,1,1,47,12,1
1136,1,4,3,0,0,4,1,3,0,14,1,1
1137,1,6,3,0,0,4,1,3,0,24,12,1
1138,1,6,1,0,0,4,1,1,1,21,12,1
1139,2,4,3,0,0,4,1,1,1,52,1,1
1140,2,0,4,4,0,4,1,4,0,21,13,1
1141,2,0,4,4,0,4,1,4,0,21,13,1
1142,2,0,2,4,0,4,1,1,1,36,12,1
1143,2,5,1,4,0,4,8,1,1,18,5,1
1144,2,0,2,0,0,4,1,1,1,50,1,1
1145,2,0,1,4,0,4,1,1,0,24,1,1
1146,2,0,1,4,0,4,1,1,0,20,1,1
1147,2,0,2,4,3,4,1,1,1,28,1,1
1148,2,0,2,4,0,2,1,1,1,51,1,1
1149,2,0,4,4,0,2,1,4,0,43,1,0
1150,2,0,1,4,3,4,1,1,1,39,13,1
1151,2,0,3,4,0,3,1,4,0,67,13,1
1152,2,0,2,4,0,3,1,4,0,66,13,1
1153,1,2,4,4,0,4,1,4,1,26,2,1
1154,1,2,2,4,0,4,1,4,1,25,2,1
1155,1,2,4,4,0,4,1,4,1,24,2,1
1156,2,2,1,0,0,4,1,1,1,34,8,1
1157,2,2,2,0,0,4,1,1,1,54,12,1
1158,1,2,4,4,0,4,1,3,1,9,1,1
1159,1,3,3,3,3,1,1,1,1,18,1,1
1160,1,3,1,3,3,1,1,4,0,18,1,1
1161,1,3,4,0,0,4,8,3,0,23,13,1
1162,2,3,4,0,0,4,1,4,0,38,1,1
1163,2,3,2,0,0,4,1,1,1,64,9,0
1164,2,3,2,4,3,4,5,1,1,24,1,1
1165,2,3,3,4,3,4,5,4,1,23,1,1
1166,2,3,1,0,3,4,5,1,0,26,1,1
1167,2,3,2,0,3,4,5,1,1,28,1,1
1168,2,3,4,0,3,4,5,4,0,25,1,0
1169,1,1,4,4,0,4,1,3,0,29,13,1
1170,2,1,2,0,0,4,8,1,1,31,10,1
1171,1,1,1,0,0,4,1,1,1,29,5,1
1172,1,1,3,0,0,4,1,3,0,9,1,0
1173,2,1,1,4,0,4,1,1,1,26,8,1
1174,1,5,3,2,0,4,1,3,1,11,1,1
1175,2,5,4,4,0,4,1,1,1,24,10,1
1176,2,5,2,4,0,4,8,1,0,33,1,1
1177,2,6,1,4,0,4,1,1,1,45,12,1
1178,1,6,2,4,0,4,1,3,0,3,1,1
1179,2,4,3,0,0,4,1,1,0,32,12,1
1180,1,4,2,4,0,4,1,1,1,81,1,1
1181,1,4,4,4,0,4,1,1,1,66,13,1
1182,2,4,2,0,0,4,1,1,1,38,12,1
1183,3,4,1,0,0,4,8,1,1,20,1,1
1184,3,4,2,0,0,4,8,4,0,21,1,1
1185,2,0,3,4,0,4,1,1,1,29,12,1
1186,2,0,4,0,0,4,1,1,1,15,5,1
1187,2,0,4,0,0,4,1,1,1,15,12,1
1188,1,0,3,4,0,4,1,1,1,14,12,1
1189,1,2,2,4,0,3,1,3,0,21,1,0
1190,2,2,4,4,0,4,1,4,0,5,1,1
1191,2,2,4,4,0,4,1,1,0,26,1,1
1192,1,2,1,4,0,4,1,3,0,3,1,1
1193,2,2,2,0,3,4,5,4,0,57,1,1
1194,2,2,2,0,0,3,1,4,1,29,1,1
1195,1,3,2,4,0,3,1,1,1,18,1,0
1196,1,3,2,4,0,3,1,4,1,22,1,1
1197,4,3,4,0,0,4,1,1,1,68,1,1
1198,4,3,1,0,0,4,1,1,0,24,1,1
1199,1,3,2,4,0,4,1,4,1,17,1,1
1200,1,3,2,4,0,4,1,3,1,13,1,1
1201,1,3,3,4,3,4,5,3,0,44,1,1
1202,2,3,4,4,3,3,5,1,1,22,5,1
1203,2,1,1,2,0,4,1,1,1,48,8,1
1204,2,5,1,0,0,4,1,1,0,30,1,1
1205,2,5,3,0,0,4,1,1,1,46,13,1
1206,2,1,2,4,0,4,1,1,0,49,1,1
1207,2,1,2,0,0,4,8,1,1,80,1,1
1208,2,1,3,0,0,4,8,1,0,39,2,1
1209,2,1,3,0,0,4,8,4,1,4,2,1
1210,2,1,4,4,0,4,1,1,1,18,10,0
1211,2,1,3,4,0,4,1,1,0,35,1,1
1212,2,5,4,4,0,4,1,4,0,50,3,1
1213,2,5,3,4,0,4,1,1,1,70,11,1
1214,2,5,3,4,3,4,1,1,1,14,12,1
1215,2,5,1,4,3,4,1,4,1,14,12,1
1216,2,5,1,0,3,4,5,1,1,29,12,1
1217,3,6,2,0,0,4,8,1,1,20,1,1
1218,3,6,3,0,0,4,8,4,0,23,1,1
1219,3,6,4,0,0,4,1,1,1,36,1,1
1220,4,6,2,4,0,4,1,1,1,33,1,1
1221,2,6,3,0,3,4,5,1,1,19,12,1
1222,2,4,4,0,0,4,1,1,0,29,1,1
1223,2,4,4,0,0,4,1,1,0,35,1,1
1224,2,6,2,0,3,4,1,4,0,30,1,1
1225,2,0,4,0,0,3,1,1,1,34,1,1
1226,2,0,1,0,0,3,1,4,1,48,1,1
1227,2,0,3,4,0,4,1,1,1,51,12,1
1228,2,0,3,4,0,4,1,1,0,41,12,1
1229,1,0,4,4,0,4,1,3,1,36,1,1
1230,2,3,3,4,0,4,1,4,0,16,1,1
1231,1,2,4,4,3,4,1,3,0,73,1,1
1232,2,2,1,0,0,4,1,1,0,54,1,1
1233,2,2,2,3,0,4,1,1,0,51,1,1
1234,2,2,1,3,0,4,1,4,0,62,1,1
1235,1,2,2,4,0,4,1,3,1,51,13,1
1236,1,2,3,4,0,4,1,3,1,65,1,0
1237,1,2,3,4,0,4,1,4,0,70,0,1
1238,1,2,3,4,0,4,1,4,0,50,0,1
1239,1,2,1,4,0,4,1,4,1,47,0,1
1240,1,2,3,4,0,4,1,4,0,51,0,1
1241,2,3,1,0,0,4,1,1,0,29,12,1
1242,2,3,4,4,0,4,1,1,1,32,10,0
1243,2,3,4,4,0,4,1,1,1,64,1,1
1244,2,3,1,4,0,4,1,4,0,76,1,1
1245,2,3,2,0,0,4,1,1,0,45,1,1
1246,2,3,4,4,0,4,1,1,1,37,7,1
1247,2,1,3,0,0,4,1,1,1,28,12,0
1248,3,1,2,0,0,4,1,1,0,53,1,1
1249,1,1,4,4,0,4,1,1,1,21,10,1
1250,1,1,1,4,0,4,1,3,0,55,10,0
1251,2,1,1,0,0,4,1,4,0,33,13,1
1252,2,1,3,0,0,4,1,4,0,8,13,1
1253,2,1,4,0,0,4,1,4,0,7,13,1
1254,2,1,2,0,0,4,1,1,1,12,12,0
1255,1,1,3,4,0,4,1,3,1,30,1,1
1256,2,4,1,0,0,4,8,1,1,38,12,1
1257,1,5,4,4,0,4,1,3,1,6,1,1
1258,2,5,4,0,0,4,1,4,0,29,0,1
1259,2,5,4,0,0,4,1,4,0,26,0,1
1260,2,5,2,4,0,4,1,1,0,28,1,1
1261,2,5,2,4,0,4,8,1,1,35,1,1
1262,1,6,1,4,0,4,1,3,1,11,1,1
1263,2,6,4,3,0,4,1,1,1,65,1,1
1264,2,6,4,3,0,4,1,4,1,31,1,1
1265,2,6,2,3,0,4,1,1,0,33,1,1
1266,2,6,4,3,0,4,1,4,1,31,1,1
1267,2,6,2,4,0,4,1,1,0,51,1,1
1268,1,6,1,2,0,4,8,3,1,64,13,1
1269,2,2,4,0,0,4,1,1,0,26,1,1
1270,1,6,3,2,0,3,1,4,0,17,1,1
1271,1,4,2,0,0,3,1,1,1,45,1,1
1272,2,4,4,0,0,4,1,1,1,31,12,0
1273,2,4,2,4,0,4,1,1,1,42,12,1
1274,3,4,1,4,0,4,1,1,1,37,12,0
1275,3,4,3,4,0,4,1,1,1,64,12,0
1276,2,4,2,0,0,4,1,1,1,19,10,1
1277,2,4,1,4,0,4,3,1,1,42,1,1
1278,3,4,1,0,0,4,1,1,0,45,1,1
1279,3,4,4,0,0,4,1,4,1,13,1,1
1280,3,4,4,0,0,4,1,1,0,55,1,1
1281,3,4,1,0,0,4,1,4,0,79,1,1
1282,2,4,3,2,0,4,1,1,0,14,12,1
1283,2,0,2,4,0,4,1,1,0,36,12,1
1284,1,0,4,4,0,4,1,3,1,5,1,0
1285,1,0,1,4,0,4,1,3,0,13,1,0
1286,2,0,2,4,0,4,1,1,1,26,1,1
1287,1,4,4,0,0,3,8,4,0,22,13,1
1288,1,2,4,4,0,3,1,1,1,39,10,0
1289,4,3,3,0,0,4,1,1,0,52,1,1
1290,4,3,3,0,0,4,1,1,1,75,12,0
1291,4,3,3,0,0,4,1,1,1,68,12,0
1292,4,3,1,0,0,4,1,1,1,74,12,1
1293,2,3,2,0,0,4,1,1,1,28,12,1
1294,3,3,1,0,0,4,1,4,0,32,1,1
1295,3,3,4,0,0,4,1,1,1,56,1,1
1296,1,3,1,4,0,4,1,1,1,22,1,1
1297,2,3,1,4,0,4,1,1,1,19,10,1
1298,2,3,4,3,0,4,1,1,0,25,1,1
1299,2,5,1,4,0,4,1,1,1,34,12,0
1300,1,4,1,4,0,4,1,3,0,72,1,0
1301,1,4,1,0,0,4,1,3,0,30,1,0
1302,1,0,1,4,0,4,1,1,0,44,1,0
1303,2,0,2,4,0,4,1,1,0,95,1,0
1304,1,0,4,0,0,3,1,3,1,63,13,0
1305,1,3,2,4,0,4,1,3,1,21,1,0
1306,2,3,1,4,0,4,1,1,1,27,12,0
1307,2,1,3,4,0,4,1,1,1,28,8,0
1308,2,6,2,0,0,4,1,1,1,25,12,0
1309,2,6,4,0,0,4,1,4,1,85,0,0
1310,2,4,1,4,0,3,1,4,1,26,1,0
1311,1,4,2,0,0,4,1,3,1,13,1,0
1312,2,0,1,4,0,4,1,1,1,49,12,0
1313,1,3,2,4,0,3,1,3,1,25,13,0
1314,2,1,3,0,0,4,1,1,1,75,1,0
1315,2,1,3,0,0,4,1,4,0,70,1,0
1316,2,6,1,4,0,4,1,3,0,11,1,0
1317,2,6,1,4,0,4,1,1,1,14,12,0
1318,1,0,1,4,0,4,1,1,1,56,7,0
1319,2,2,1,4,0,4,1,1,1,16,5,0
1320,2,2,3,4,0,4,1,1,1,55,9,0
1321,2,1,1,0,0,4,1,1,0,79,1,0
1322,2,1,1,0,0,4,1,1,0,24,1,0
1323,2,4,3,2,0,4,1,1,1,44,5,0
1324,3,0,2,3,0,4,1,1,1,44,1,0
1325,1,0,3,4,0,4,1,3,0,14,1,0
1326,1,5,4,0,0,4,1,3,0,31,1,0
1327,1,6,4,4,0,4,1,3,1,9,13,0
1328,2,2,4,3,3,3,1,4,1,31,1,0
1329,2,2,4,3,3,3,1,4,0,64,1,0
1330,2,3,4,4,3,4,1,1,1,23,10,0
1331,1,5,1,0,0,1,1,1,0,34,9,0
1332,2,5,3,4,0,3,1,1,1,38,12,0
1333,1,6,4,4,0,4,1,1,0,31,8,0
1334,1,6,4,4,0,4,1,1,1,23,9,0
1335,2,6,3,0,0,3,1,1,1,20,5,0
1336,3,4,3,4,0,3,1,1,1,31,9,0
1337,2,0,3,4,0,4,1,1,0,80,1,0
1338,1,2,4,4,0,4,1,3,0,59,13,0
1339,2,2,4,0,0,4,8,1,0,41,12,0
1340,1,5,3,4,0,4,1,4,0,5,1,0
1341,2,6,4,4,0,4,1,1,1,17,12,0
1342,1,6,4,3,0,4,1,4,0,26,1,0
1343,1,6,4,3,0,4,1,4,0,17,1,0
1344,2,6,1,4,0,3,1,1,1,22,10,0
1345,2,0,3,4,0,4,8,4,0,28,1,0
1346,2,2,1,4,3,4,5,1,1,23,9,0
1347,2,2,2,4,3,4,5,4,1,20,9,0
1348,2,2,3,0,3,1,5,1,1,30,1,0
1349,1,1,2,3,0,4,1,1,1,20,1,0
1350,2,6,2,0,0,4,1,1,1,18,10,0
1351,2,4,4,4,0,4,1,1,0,31,8,0
1352,2,4,1,4,0,4,1,1,1,21,10,0
1353,2,0,2,4,0,4,1,1,1,22,12,0
1354,3,2,2,4,3,4,5,1,1,64,1,0
1355,2,3,3,0,3,4,1,1,1,21,1,0
1356,2,3,1,0,3,4,1,1,1,66,1,0
1357,2,3,2,0,3,4,1,4,0,60,1,0
1358,2,1,2,3,0,4,1,1,0,42,1,0
1359,2,6,3,4,0,4,8,1,1,44,9,0
1360,2,4,1,3,0,3,1,4,1,13,1,0
1361,1,2,1,0,0,3,1,3,1,21,1,0
1362,2,1,2,4,0,3,1,1,1,22,10,0
1363,1,5,2,4,0,3,1,1,1,20,10,0
1364,2,5,1,0,0,4,1,1,0,29,1,0
1365,2,5,3,0,0,4,1,1,1,42,1,0
1366,1,5,1,4,0,4,1,3,1,63,1,0
1367,1,5,4,4,0,4,1,3,1,9,1,0
1368,1,4,2,4,0,4,1,3,1,9,0,0
1369,1,0,3,4,3,4,5,1,1,53,12,0
1370,3,0,1,0,0,4,1,4,0,34,1,0
1371,2,0,1,4,0,4,1,1,1,27,1,0
1372,2,2,3,4,0,4,1,1,1,19,1,0
1373,2,3,3,0,0,4,1,1,1,56,1,0
1374,2,1,1,4,3,4,5,1,1,26,12,0
1375,2,6,4,4,0,4,1,1,1,22,12,0
1376,2,6,2,2,0,4,1,1,0,44,1,0
1377,1,6,3,4,3,3,4,3,0,69,1,0
1378,1,4,3,4,0,4,1,3,1,19,6,0
1379,2,0,2,0,0,4,1,1,1,33,12,0
1380,1,0,2,0,0,4,8,3,1,33,1,0
1381,1,0,1,4,0,4,1,3,1,14,1,0
1382,1,2,1,3,0,4,1,1,0,43,1,0
1383,1,2,4,3,0,4,1,4,0,9,1,0
1384,2,1,1,0,0,4,8,1,1,51,9,0
1385,1,4,1,0,0,4,1,3,1,76,2,0
1386,3,4,1,4,0,4,1,1,0,42,12,0
1387,1,0,3,4,0,4,1,1,1,17,10,0
1388,1,2,4,4,0,4,1,3,1,77,2,0
1389,1,1,1,4,0,4,1,3,1,21,13,0
1390,2,1,1,2,0,4,1,1,1,38,12,0
1391,2,6,4,0,0,4,1,1,1,42,12,0
1392,2,6,4,4,0,4,1,1,1,35,1,0
1393,2,6,4,0,0,4,1,3,1,11,1,0
1394,2,6,4,4,0,4,1,3,0,76,1,0
1395,2,4,4,4,3,4,1,1,0,21,1,0
1396,2,0,4,0,3,4,5,1,1,48,12,0
1397,3,0,2,3,0,4,1,1,1,36,2,0
1398,1,3,1,4,3,4,8,1,1,35,10,0
1399,2,0,2,4,0,4,1,1,1,21,10,0
1400,1,3,4,4,0,4,1,3,0,85,7,0
1401,2,3,3,0,3,4,5,4,0,53,1,0
1402,1,6,4,4,3,3,1,3,0,13,1,0
1403,1,4,2,4,3,4,5,3,1,15,1,0
1404,2,4,3,0,0,3,8,1,1,37,12,0
1405,2,0,4,0,0,4,1,1,1,35,9,0
1406,2,5,2,4,3,4,8,1,1,34,12,0
1407,1,5,2,4,0,4,1,3,0,4,2,0
1408,2,6,1,0,0,4,1,1,1,34,12,0
1409,1,2,4,0,0,4,1,3,0,41,3,0
1410,2,2,1,0,0,4,1,1,1,15,12,0
1411,1,1,4,4,0,3,1,3,1,12,1,0
1412,5,6,2,3,0,4,1,1,0,36,1,0
1413,5,6,3,3,0,4,1,4,1,31,1,0
1414,2,4,3,0,0,4,1,4,0,77,1,0
1415,1,2,2,0,0,4,1,3,0,52,1,0
1416,1,2,2,0,0,3,8,3,0,20,1,0
1417,2,5,1,4,0,4,1,1,1,23,12,0
1418,2,4,4,4,0,3,1,1,1,25,5,0
1419,2,0,2,4,3,4,5,1,1,32,9,0
1420,1,3,1,4,0,4,1,3,0,30,0,0
1421,2,2,4,4,0,3,1,4,1,12,1,0
1422,3,1,3,0,3,3,1,1,1,33,12,0
1423,3,1,3,0,3,3,1,1,1,22,1,0
1424,1,5,1,4,0,4,1,3,0,14,1,0
1425,2,6,2,4,3,3,1,1,1,44,10,0
1426,1,4,1,4,3,3,4,3,0,27,1,0
1427,1,0,2,0,3,3,5,3,1,14,1,0
1428,2,3,2,4,3,4,1,1,1,27,10,0
1429,2,5,1,4,3,4,1,4,0,52,13,0
1430,1,5,2,0,0,4,1,3,0,81,1,0
1431,1,5,3,4,3,3,5,3,0,49,1,0
1432,1,5,1,4,3,3,5,3,1,81,1,0
1433,1,4,2,1,0,4,1,4,1,75,1,0
1434,3,4,4,3,0,4,1,1,0,29,1,0
1435,3,4,2,3,0,4,1,1,1,59,8,0
1436,1,0,1,0,0,3,5,3,1,15,1,0
1437,1,2,4,0,0,4,1,3,1,25,1,0
1438,1,5,4,4,1,4,1,3,1,12,1,0
1439,2,5,1,4,3,4,1,1,1,54,12,0
1440,2,5,3,2,0,4,1,1,1,48,12,0
1441,1,5,2,4,0,3,1,1,1,26,1,0
1442,2,4,3,4,0,3,1,1,1,58,4,0
1443,1,2,2,4,0,3,1,3,1,23,1,0
1444,4,3,1,0,3,3,1,1,1,41,13,0
1445,2,3,1,4,0,4,1,1,0,51,1,0
1446,2,3,4,4,3,3,1,4,1,1,1,0
1447,2,5,4,0,3,3,1,1,1,33,10,0
1448,2,6,1,0,3,3,1,1,1,41,10,0
1449,1,4,2,4,3,3,1,3,1,77,1,0
1450,3,0,1,4,3,4,1,1,1,35,9,0
1451,2,2,3,4,3,3,1,1,1,24,10,0
1452,1,3,2,4,0,4,1,3,1,53,1,0
1453,2,3,3,4,0,3,1,1,1,22,10,0
1454,2,1,2,0,3,3,1,1,1,58,12,0
1455,2,6,4,4,0,4,1,1,1,41,12,0
1456,2,5,4,0,3,4,5,1,1,28,1,0
1457,2,5,3,0,3,4,5,4,1,33,1,0
1458,1,0,4,4,3,4,1,3,0,66,1,0
1459,1,2,3,4,0,4,1,3,1,80,1,0
1460,2,3,4,2,0,3,1,4,0,17,1,0
1461,2,3,4,2,0,3,1,1,1,29,1,0
1462,1,0,2,4,0,4,1,1,1,44,12,0
1463,1,6,2,3,3,1,1,1,1,24,1,0
1464,2,3,3,0,3,3,1,1,1,79,1,0
1465,1,1,2,0,0,3,1,3,0,33,1,0
1466,5,1,1,4,3,3,1,4,0,21,1,0
1467,2,5,2,0,0,3,1,1,0,47,1,0
1468,1,1,1,4,0,3,1,3,1,36,11,0
1469,1,3,4,4,0,2,1,3,0,28,1,0
1470,1,1,1,2,0,4,1,3,0,73,1,0
1471,1,5,2,4,3,3,1,0,1,19,1,0
1472,1,4,2,4,0,4,1,3,1,12,1,0
1473,2,3,2,0,3,4,5,0,1,68,1,0
1474,2,3,1,0,3,4,5,2,0,66,1,0
1475,2,3,3,2,3,4,5,2,0,30,1,0
1476,1,4,3,4,0,2,1,0,1,64,12,0
1477,1,2,1,4,3,4,4,3,0,71,1,0
1478,1,2,1,4,0,4,1,3,1,41,0,0
1479,1,1,1,4,3,3,1,3,0,20,1,0
1480,1,1,3,4,0,4,1,3,1,35,1,0
1481,1,5,4,4,3,4,1,3,1,13,1,0
1482,2,6,4,4,3,1,1,0,1,51,12,0
1483,1,4,3,0,0,4,1,2,0,82,0,0
1484,2,0,2,0,3,3,1,0,0,48,12,0
1485,1,2,3,0,3,3,5,3,1,20,1,0
1486,2,2,4,0,0,2,1,0,0,24,1,0
1487,1,0,3,4,0,3,1,0,0,43,1,0
1488,2,0,3,4,3,4,1,2,1,28,1,0
1489,1,3,1,0,3,4,1,0,1,19,1,0
1490,1,1,4,4,0,4,1,0,1,51,1,0
1491,2,5,1,4,0,3,1,0,1,21,12,0
1492,3,5,2,0,0,4,1,0,0,87,1,0
1493,1,6,2,0,0,4,1,0,1,20,9,0
1494,2,0,3,0,3,4,1,0,1,45,1,0
1495,1,3,3,3,1,2,1,2,1,54,6,0
1496,2,1,1,4,3,4,1,0,1,20,10,0
1497,1,2,3,0,3,3,1,3,1,19,1,0
1498,1,2,4,4,0,2,1,0,1,23,1,0
1499,1,2,1,2,3,3,1,3,0,85,1,0
1500,3,5,2,4,0,2,1,0,1,31,1,0
1501,4,5,3,0,0,1,1,0,0,32,1,0
1502,4,5,3,0,0,1,1,2,1,27,1,0
1503,1,5,2,4,0,4,1,3,1,5,1,0
1504,2,6,3,4,0,4,1,0,1,87,11,0
1505,1,6,2,4,0,4,1,3,1,56,1,0
1506,2,4,4,2,0,4,1,0,1,31,12,0
1507,1,0,3,4,3,4,1,0,1,29,3,0
1508,1,3,4,4,0,4,1,3,0,68,1,0
1509,1,1,1,4,0,4,1,3,0,9,2,0
1510,1,1,2,0,0,4,1,0,1,22,1,0
1511,2,5,3,4,0,4,1,0,1,19,12,0
1512,2,5,4,4,0,3,1,2,0,24,1,0
1513,1,6,1,0,3,3,1,0,1,28,1,0
1514,1,6,1,0,0,3,1,3,0,22,1,0
1515,1,4,4,4,0,4,1,3,0,7,1,0
1516,2,1,4,2,0,4,1,2,0,68,0,0
1517,3,5,3,4,0,4,1,3,0,51,1,0
1518,1,4,4,4,0,4,1,0,0,61,1,0
1519,1,0,2,4,0,4,1,3,0,86,1,0
1520,1,2,2,0,0,4,1,3,0,34,1,0
1521,2,4,1,0,0,4,1,0,0,28,1,0
1522,1,0,1,4,0,4,1,3,0,76,3,0
1523,1,0,1,4,0,3,1,3,1,79,1,0
1524,1,3,2,0,0,3,1,0,1,49,9,0
1525,1,5,2,4,0,1,1,2,1,32,1,0
1526,2,6,4,4,0,2,1,0,1,10,12,0
1527,2,6,2,4,0,3,1,0,1,26,10,0
1528,2,4,2,0,0,4,1,0,0,42,12,0
1529,1,4,4,0,0,4,1,3,0,24,3,0
1530,4,0,1,4,0,4,1,0,1,20,1,0
1531,4,0,3,4,0,4,1,2,1,20,1,0
1532,4,0,2,4,0,4,1,2,1,19,1,0
1533,1,2,4,0,0,3,1,2,1,18,1,0
1534,1,2,4,4,0,4,1,3,0,83,1,0
1535,1,2,4,4,0,1,1,0,1,25,2,0
1536,1,2,3,4,0,1,1,2,1,26,2,0
1537,1,3,1,4,3,3,1,3,0,43,1,0
1538,1,6,2,4,0,4,1,3,1,3,1,0
1539,1,0,2,4,0,4,1,2,1,25,1,0
1540,1,1,2,4,0,4,1,3,1,61,1,0
1541,1,6,1,0,0,4,1,3,1,64,1,0
1542,2,6,4,4,0,4,1,0,1,36,8,0
1543,2,0,3,4,0,4,1,0,1,16,10,0
1544,1,2,1,0,0,4,1,0,1,20,9,0
1545,1,1,1,4,0,1,1,0,1,23,9,0
1546,1,4,4,4,0,4,1,3,0,57,1,0
1547,2,6,2,0,0,4,1,2,0,61,1,0
1548,1,4,4,2,0,4,1,3,0,80,0,0
1549,2,0,4,4,0,4,1,0,1,48,9,0
1550,2,2,3,0,0,1,1,3,1,20,1,0
1551,1,3,3,4,0,4,1,3,1,78,0,0
1552,1,6,1,0,3,4,1,3,0,20,10,0
1553,1,4,2,0,3,2,5,0,1,51,10,0
1554,2,0,1,4,0,2,1,3,0,5,1,0
1555,2,2,1,4,0,3,1,0,1,21,1,0
1556,1,2,2,4,3,3,1,3,1,19,13,0
1557,2,1,3,4,3,4,5,0,1,40,10,0
1558,2,5,4,4,0,4,1,0,1,30,12,0
1559,1,5,3,0,3,4,1,2,1,35,0,0
1560,2,6,1,4,0,4,1,0,1,38,9,0
1561,1,4,1,0,3,3,5,3,1,21,1,0
1562,1,2,4,4,0,3,1,2,0,57,13,0
1563,3,3,1,2,3,3,5,2,0,20,1,0
1564,1,2,4,4,0,4,1,3,0,74,1,0
